# Sensor Lundemosen, Greve Strand, Denmark (Citizen Science project sensor.community/78298)
# https://aqicn.org/station/@370306/
# Daily pm25
date,min,max,median,q1,q3,stdev,count
2023-12-24T00:00:00.000Z,0.93,9.75,2.83,1.65,3.83,1.647,585
2023-12-25T00:00:00.000Z,2.2,6.8,3.3,2.92,3.79,0.651,560
2023-12-26T00:00:00.000Z,1.02,4.84,2.2,1.8,2.8,0.713,480
2023-12-27T00:00:00.000Z,1.38,12,2.9,2.54,3.58,1.846,551
2023-12-28T00:00:00.000Z,1.92,13.85,4.62,3.9,5.8,1.33,558
2023-12-29T00:00:00.000Z,1.65,6.72,3.28,2.52,3.8,0.889,551
2023-12-30T00:00:00.000Z,1.14,8.3,2.7,2,3.42,1.029,554
2023-12-31T00:00:00.000Z,2.7,510.73,5.85,4.84,7.69,36.439,553
2024-01-01T00:00:00.000Z,1.3,44.17,10.13,8.53,12.14,5.772,557
2024-01-02T00:00:00.000Z,1.02,5.22,1.73,1.5,2.29,0.783,546
2024-01-03T00:00:00.000Z,0.93,3.6,1.77,1.58,2.2,0.527,566
2024-01-04T00:00:00.000Z,1.1,4.5,2.04,1.8,2.38,0.474,575
2024-01-05T00:00:00.000Z,1.58,6.47,3.17,2.65,3.78,0.764,559
2024-01-06T00:00:00.000Z,2.15,6.05,3.15,2.85,3.53,0.512,570
2024-01-07T00:00:00.000Z,1.75,5.43,2.83,2.47,3.5,0.693,575
2024-01-08T00:00:00.000Z,1.48,22.6,2.52,2.15,3.83,1.466,568
2024-01-09T00:00:00.000Z,2.54,20.13,6.35,4.13,13.55,4.952,581
2024-01-10T00:00:00.000Z,4.63,17.35,7.85,6.82,9.05,2.515,578
2024-01-11T00:00:00.000Z,2.38,23.98,5.59,3.88,7.55,3.06,582
2024-01-12T00:00:00.000Z,4.3,17.57,10.03,7.57,12.77,3.075,564
2024-01-13T00:00:00.000Z,1.8,12.52,2.83,2.5,3.39,2.104,577
2024-01-14T00:00:00.000Z,1.52,4.32,2.47,2.2,2.72,0.42,560
2024-01-29T00:00:00.000Z,3.2,36.58,4.25,3.89,7.93,3.445,553
2024-01-30T00:00:00.000Z,5.25,23.13,15.34,10.43,18.32,4.36,550
2024-01-31T00:00:00.000Z,1.92,16.55,4.28,2.92,7.68,3.682,569
2024-02-01T00:00:00.000Z,2.22,9.35,4.15,3.53,4.84,1.03,554
2024-02-02T00:00:00.000Z,2.54,9.43,4.29,3.8,5.3,1.359,562
2024-02-03T00:00:00.000Z,2.4,6.7,3.53,3.15,4.05,0.725,563
2024-02-04T00:00:00.000Z,1.4,6.28,3.6,3.28,3.97,0.702,570
2024-02-05T00:00:00.000Z,1.5,10.25,2.58,2.2,3.09,0.979,561
2024-02-06T00:00:00.000Z,1.6,9.6,2.45,2.17,2.88,0.696,545
2024-02-07T00:00:00.000Z,1.58,12.3,2.52,2.2,3.17,1.745,551
2024-02-08T00:00:00.000Z,1.52,12.05,2.42,2.1,3.16,1.882,536
2024-02-09T00:00:00.000Z,1.83,5.75,2.85,2.5,3.4,0.676,546
2024-02-10T00:00:00.000Z,2.29,9.82,6.38,3.8,7.43,1.965,562
2024-02-11T00:00:00.000Z,3.17,7.07,4.82,4.3,5.43,0.778,573
2024-02-12T00:00:00.000Z,1.92,12.43,3.38,2.7,6.3,2.638,550
2024-02-13T00:00:00.000Z,2.63,19.42,8.88,5.49,12,4.045,549
2024-02-14T00:00:00.000Z,5.05,19.92,11.58,6.35,15.15,4.33,486
2024-02-15T00:00:00.000Z,2.92,15,8,5.68,9.9,2.623,565
2024-02-16T00:00:00.000Z,1.8,16.02,8.03,6.26,10.44,3.096,564
2024-02-17T00:00:00.000Z,1.33,25.42,2.22,1.88,3.69,4.627,564
2024-02-18T00:00:00.000Z,1.92,11.85,4.47,3.3,6.8,2.087,558
2024-02-19T00:00:00.000Z,1.98,13.52,4.18,3.15,6.88,2.801,527
2024-02-20T00:00:00.000Z,2.25,10.19,3.58,3.15,4.72,1.781,561
2024-02-21T00:00:00.000Z,1.7,13.23,3.8,2.6,9.19,3.474,561
2024-02-22T00:00:00.000Z,3.9,15.65,5.75,5.2,7.02,1.809,557
2024-02-23T00:00:00.000Z,0.95,16,2,1.75,2.33,2.43,580
2024-02-24T00:00:00.000Z,1.4,4.25,2.58,2.25,2.88,0.474,569
2024-02-25T00:00:00.000Z,1.7,8.85,2.9,2.33,4.4,1.364,565
2024-02-26T00:00:00.000Z,2.9,17.77,8.25,5.45,11.45,3.465,554
2024-02-27T00:00:00.000Z,3.8,16.77,7.43,6.25,8.68,1.683,571
2024-02-28T00:00:00.000Z,4.8,21.17,11.27,7.75,16.45,4.572,559
2024-02-29T00:00:00.000Z,8.52,18.5,12.93,12.07,14.1,1.636,555
2024-03-01T00:00:00.000Z,13.35,42.25,32.59,20.52,34.79,7.637,554
2024-03-02T00:00:00.000Z,29.83,49.7,36.9,35.35,39.04,3.411,548
2024-03-03T00:00:00.000Z,14.7,34.38,25.07,19.05,27.2,4.621,546
2024-03-04T00:00:00.000Z,3.25,16.85,8.5,4.22,13.52,4.464,551
2024-03-05T00:00:00.000Z,3.2,8.13,5.4,4.68,6,0.927,560
2024-03-06T00:00:00.000Z,3.1,10.5,5.5,4.65,6.5,1.633,575
2024-03-07T00:00:00.000Z,3.1,12.63,5.53,4.45,7.1,2.592,549
2024-03-08T00:00:00.000Z,2.38,18.35,6.05,3.85,9.22,3.956,564
2024-03-09T00:00:00.000Z,1.85,11.27,6.25,3.96,7.27,2.08,560
2024-03-10T00:00:00.000Z,4.18,13.4,8.63,5.5,9.9,2.369,550
2024-03-11T00:00:00.000Z,4.2,10.85,6.47,5.8,7.67,1.268,561
2024-03-12T00:00:00.000Z,3.9,16.38,7.38,6.15,8.6,2.868,570
2024-03-13T00:00:00.000Z,8.52,12.43,10.38,9.75,11.32,0.958,51
2024-03-16T00:00:00.000Z,1.23,3.22,1.67,1.52,1.88,0.379,135
2024-03-17T00:00:00.000Z,0.8,6.1,1.4,1.25,1.63,0.531,554
2024-03-18T00:00:00.000Z,1.12,2.9,1.65,1.5,1.85,0.271,543
2024-03-19T00:00:00.000Z,1.12,9.5,4.7,2.27,7.32,2.491,550
2024-03-20T00:00:00.000Z,5.88,20.38,11.59,8.82,15.18,3.563,550
2024-03-21T00:00:00.000Z,2.2,22.67,7.85,5.05,14.4,5.319,547
2024-03-22T00:00:00.000Z,2.7,23.77,8.89,3.65,16.52,6.534,474
2024-03-23T00:00:00.000Z,1.3,5.15,2.65,2.2,3.75,0.902,515
2024-03-24T00:00:00.000Z,2.4,13.4,5.4,4.47,6.7,1.922,569
2024-03-25T00:00:00.000Z,1.52,20.23,3.14,2.4,4,1.415,590
2024-03-26T00:00:00.000Z,2.15,9.93,4.8,3.92,6,1.522,587
2024-03-27T00:00:00.000Z,4.68,11.73,7.8,6.75,9.48,1.542,583
2024-03-28T00:00:00.000Z,1.35,31.88,9.27,6.63,10.5,5.912,583
2024-03-29T00:00:00.000Z,1.4,14.48,2.8,2.25,7.02,3.333,364
2024-03-30T00:00:00.000Z,3.22,19.6,6.89,5.19,13.32,4.407,576
2024-03-31T00:00:00.000Z,3.65,16,7.1,6.38,8.1,1.519,573
2024-04-01T00:00:00.000Z,3.65,15.15,7.28,6,9.19,2.032,537
2024-04-02T00:00:00.000Z,1.02,10.8,2.17,1.5,5.44,2.524,528
2024-04-03T00:00:00.000Z,1.12,4.45,2.65,2.08,3.08,0.704,558
2024-04-04T00:00:00.000Z,1.8,17.88,4.34,2.92,7.8,3.604,571
2024-04-05T00:00:00.000Z,1.9,11.02,3.28,2.75,5.15,1.892,570
2024-04-06T00:00:00.000Z,2.72,9.55,4.2,3.47,5.42,1.125,545
2024-04-07T00:00:00.000Z,1.2,8.32,2.29,1.73,5.24,2.001,565
2024-04-08T00:00:00.000Z,1.4,13.3,2.33,2,3.2,2.912,545
2024-04-09T00:00:00.000Z,2.2,15.7,4.94,3.95,9.5,3.423,546
2024-04-10T00:00:00.000Z,1.2,5.53,2.37,1.8,3,0.877,542
2024-04-11T00:00:00.000Z,2.67,12,5.45,4.7,7.65,2.124,530
2024-04-12T00:00:00.000Z,3.47,15.43,7.13,5.53,10,2.908,543
2024-04-13T00:00:00.000Z,2.5,12.77,7.05,5.19,9.39,2.449,569
2024-04-14T00:00:00.000Z,1.33,8.43,2.2,1.95,2.6,1.416,572
2024-04-15T00:00:00.000Z,1.55,3.78,2.35,2.13,2.64,0.366,569
2024-04-16T00:00:00.000Z,1.27,9.88,2.04,1.76,2.5,0.7,580
2024-04-17T00:00:00.000Z,0.93,6.78,1.9,1.5,2.72,1.246,567
2024-04-18T00:00:00.000Z,1.23,9.35,2.09,1.77,2.5,0.77,566
2024-04-19T00:00:00.000Z,1.58,5.09,2.6,2.25,2.92,0.486,564
2024-04-20T00:00:00.000Z,1.7,16.2,2.63,2.38,3.15,1.683,552
2024-04-21T00:00:00.000Z,1.73,8.35,2.72,2.25,3.75,1.383,577
2024-04-22T00:00:00.000Z,1.83,6.3,2.45,2.29,2.67,0.444,561
2024-04-23T00:00:00.000Z,1.6,8.32,3.4,2.8,3.8,1.02,559
2024-04-24T00:00:00.000Z,3.22,9.32,5.28,4.34,6.8,1.442,563
2024-04-25T00:00:00.000Z,2.04,5.95,3.22,2.75,4.05,0.82,564
2024-04-26T00:00:00.000Z,2.63,15.15,4.95,4.05,6.34,3.063,548
2024-04-27T00:00:00.000Z,2.33,20.39,5.82,4.65,11.18,4.62,551
2024-04-28T00:00:00.000Z,2.9,11.85,4.59,4.13,5.25,1.047,566
2024-04-29T00:00:00.000Z,1.8,5.82,2.6,2.27,3.15,0.744,570
2024-04-30T00:00:00.000Z,1.08,7.47,4.09,1.6,5.43,1.908,573
2024-05-01T00:00:00.000Z,3.17,47.95,4.68,4.05,5.35,2.474,555
2024-05-02T00:00:00.000Z,2.63,6.7,3.75,3.35,4,0.496,563
2024-05-03T00:00:00.000Z,2.29,26.1,3.1,2.92,3.33,1.187,564
2024-05-04T00:00:00.000Z,2.8,21.65,5.9,4.17,14.01,5.465,356
2024-05-05T00:00:00.000Z,2.29,20,10.32,6.65,15.07,5.014,459
2024-05-06T00:00:00.000Z,1,15.57,5.05,3.47,9.07,3.641,555
2024-05-07T00:00:00.000Z,1.23,7.47,2.91,2.42,3.47,0.743,572
2024-05-08T00:00:00.000Z,2.5,17.38,3.6,3.22,4.45,1.2,566
2024-05-09T00:00:00.000Z,3.6,13.45,7.18,5.75,9.9,2.426,571
2024-05-10T00:00:00.000Z,2.25,12.82,5.62,3.53,9.09,2.884,572
2024-05-11T00:00:00.000Z,1.7,112.6,6.3,4.2,7.94,5.926,573
2024-05-12T00:00:00.000Z,1.08,4.5,1.73,1.5,1.92,0.345,560
2024-05-13T00:00:00.000Z,1.1,3.9,1.75,1.6,1.9,0.274,573
2024-05-14T00:00:00.000Z,1.14,25.65,1.9,1.7,2.14,1.151,577
2024-05-15T00:00:00.000Z,1.83,4.73,2.83,2.52,3.22,0.493,553
2024-05-16T00:00:00.000Z,3.22,10.5,4.32,4,4.97,0.638,551
2024-05-17T00:00:00.000Z,2.29,5.6,4.18,3.42,4.75,0.787,568
2024-05-18T00:00:00.000Z,1.9,15.82,3.94,2.92,4.8,1.178,568
2024-05-19T00:00:00.000Z,1.85,9.82,4.59,3,5.03,1.249,567
2024-05-20T00:00:00.000Z,2.4,7.6,3.57,3.17,4.38,1.097,578
2024-05-21T00:00:00.000Z,1.33,5.15,2.5,2.08,3.04,0.764,560
2024-05-22T00:00:00.000Z,1.52,7.95,4.3,3.6,4.68,0.954,571
2024-05-23T00:00:00.000Z,2.2,14.6,6.85,5.34,8.26,2.486,572
2024-05-24T00:00:00.000Z,2.02,18.89,4.22,3.1,9.1,5.07,573
2024-05-25T00:00:00.000Z,3.35,35.33,8.63,7.18,10.13,3.076,578
2024-05-26T00:00:00.000Z,2.97,14.6,7.82,5.05,11.05,3.129,571
2024-05-27T00:00:00.000Z,2.9,17.07,6.3,4.7,7.97,2.994,571
2024-05-28T00:00:00.000Z,1.48,26.9,4.03,2.29,12.22,7.168,565
2024-05-29T00:00:00.000Z,1.83,7.4,3.75,2.5,4.59,1.416,565
2024-05-30T00:00:00.000Z,2.58,9.57,5,4.04,5.7,1.102,577
2024-05-31T00:00:00.000Z,4.09,13.6,7.1,5.93,8.14,2.138,572
2024-06-01T00:00:00.000Z,4.15,10.9,6.17,5.2,7.1,1.245,554
2024-06-02T00:00:00.000Z,3.83,12.45,7.13,5.53,8.57,2.036,566
2024-06-03T00:00:00.000Z,1.7,10.25,3.21,2.63,4.18,2.051,566
2024-06-04T00:00:00.000Z,2.02,7.93,3.5,2.96,4.03,0.839,572
2024-06-05T00:00:00.000Z,1.3,8.98,3.28,2.83,4.5,1.226,562
2024-06-06T00:00:00.000Z,2.13,7.55,4.17,3.35,5.03,1.129,558
2024-06-07T00:00:00.000Z,2.6,8.57,4.98,3.92,5.97,1.248,552
2024-06-08T00:00:00.000Z,1.3,13.73,6.69,3.28,8.05,2.853,562
2024-06-09T00:00:00.000Z,1.2,5.78,2.6,1.92,3.47,0.964,550
2024-06-10T00:00:00.000Z,1.7,4.78,2.75,2.47,3.13,0.553,549
2024-06-11T00:00:00.000Z,2.08,6.15,3.13,2.8,3.55,0.566,553
2024-06-12T00:00:00.000Z,1.14,11.63,2.2,1.65,3.1,0.944,559
2024-06-13T00:00:00.000Z,1,3.25,2.1,1.77,2.35,0.38,541
2024-06-14T00:00:00.000Z,1.9,8.1,3.33,2.44,4.17,1.521,553
2024-06-15T00:00:00.000Z,1.38,12.52,3.8,2.04,5.43,2.927,486
2024-06-16T00:00:00.000Z,1.6,7.57,2.5,2.13,2.9,0.614,551
2024-06-17T00:00:00.000Z,1.3,4.18,2,1.7,2.29,0.492,542
2024-06-18T00:00:00.000Z,1.42,7.63,2.63,2.22,3.3,1.275,569
2024-06-19T00:00:00.000Z,1.42,5.09,2.4,2.09,2.92,0.582,553
2024-06-20T00:00:00.000Z,1.14,6.03,2.58,1.8,3.4,0.881,558
2024-06-21T00:00:00.000Z,1.6,8.02,2.9,2.35,3.55,0.765,549
2024-06-22T00:00:00.000Z,2.13,17.82,3.9,3.33,5.43,3.335,537
2024-06-23T00:00:00.000Z,1.73,14.88,3.65,3.2,4.72,2.806,539
2024-06-24T00:00:00.000Z,2.38,31,3.9,3.3,7.4,4.162,542
2024-06-25T00:00:00.000Z,1.52,14.95,3.5,2.95,4.32,1.18,569
2024-06-26T00:00:00.000Z,1.98,16.63,3.6,2.8,4.59,1.461,567
2024-06-27T00:00:00.000Z,3.45,8.94,5.09,4.63,5.75,1.076,564
2024-06-28T00:00:00.000Z,1.4,19.8,8.35,2.39,11.15,4.738,549
2024-06-29T00:00:00.000Z,1.23,4.63,1.98,1.7,2.38,0.46,571
2024-06-30T00:00:00.000Z,1,6.68,2.97,1.92,3.62,1.089,568
2024-07-01T00:00:00.000Z,1.14,7.15,2,1.8,2.8,1.246,562
2024-07-02T00:00:00.000Z,1.33,4.97,2.15,1.83,2.6,0.559,563
2024-07-03T00:00:00.000Z,1.3,3.75,2.17,1.98,2.5,0.412,554
2024-07-04T00:00:00.000Z,1.02,5.72,2,1.75,2.33,0.794,578
2024-07-05T00:00:00.000Z,1.5,4.34,2.29,2.02,2.75,0.505,576
2024-07-06T00:00:00.000Z,1.7,6.4,3.28,2.7,3.9,0.952,572
2024-07-07T00:00:00.000Z,1.2,6.47,2.1,1.8,2.35,0.448,569
2024-07-08T00:00:00.000Z,1.27,6.85,2.15,1.85,2.45,0.553,564
2024-07-09T00:00:00.000Z,1.42,6.4,2.13,1.83,2.73,0.733,563
2024-07-10T00:00:00.000Z,1.4,14.48,4.84,3.38,8.1,3.016,559
2024-07-11T00:00:00.000Z,1.58,16.02,3.45,2.6,4.45,1.243,554
2024-07-12T00:00:00.000Z,1.4,30.27,2.45,2,3.32,1.473,549
2024-07-13T00:00:00.000Z,1.2,6.53,3.08,2.5,3.6,0.774,565
2024-07-14T00:00:00.000Z,1.45,5.93,2.47,2.2,2.92,0.895,574
2024-07-15T00:00:00.000Z,1.5,6.4,2.95,2.47,3.35,0.786,569
2024-07-16T00:00:00.000Z,2.17,37.65,4.09,3.38,6.03,2.268,572
2024-07-17T00:00:00.000Z,1.83,20.23,3.2,2.83,3.84,3.238,573
2024-07-18T00:00:00.000Z,1.75,6.63,3,2.5,3.58,0.732,563
2024-07-19T00:00:00.000Z,1.88,7.88,3.3,2.72,4.15,0.893,568
2024-07-20T00:00:00.000Z,1.6,7.6,2.47,2,4.65,1.423,564
2024-07-21T00:00:00.000Z,1.6,15.52,3.3,2.4,3.63,1.364,565
2024-07-22T00:00:00.000Z,1.75,7.72,3.3,2.6,4.4,1.305,563
2024-07-23T00:00:00.000Z,1.77,9.15,3.03,2.5,4.92,1.637,569
2024-07-24T00:00:00.000Z,1.9,13.18,3.8,2.92,7.38,3.036,575
2024-07-25T00:00:00.000Z,1.8,6.45,3.3,2.63,4.09,0.842,575
2024-07-26T00:00:00.000Z,1.85,13.9,3.13,2.52,6.53,3.409,570
2024-07-27T00:00:00.000Z,1.3,39.65,3.28,2.38,5.07,2.772,554
2024-07-28T00:00:00.000Z,1.4,5.3,2.45,2.15,2.84,0.643,548
2024-07-29T00:00:00.000Z,1.6,4.75,2.52,2.17,2.9,0.623,571
2024-07-30T00:00:00.000Z,1.14,7.97,2.7,2.19,3.95,1.088,573
2024-07-31T00:00:00.000Z,1.33,7.07,3,2.2,3.62,0.991,569
2024-08-01T00:00:00.000Z,1.85,5.38,2.5,2.29,2.71,0.397,561
2024-08-02T00:00:00.000Z,1.77,6.35,3,2.7,3.42,0.612,566
2024-08-03T00:00:00.000Z,3.13,15.9,5.32,4.82,5.78,0.96,562
2024-08-04T00:00:00.000Z,1.73,19.55,4.15,2.85,9.9,4.711,559
2024-08-05T00:00:00.000Z,1.17,6.32,2.1,1.63,2.7,0.697,559
2024-08-06T00:00:00.000Z,1.5,4.95,2.22,2,2.83,0.675,559
2024-08-07T00:00:00.000Z,1.98,6.32,3.3,2.88,4.03,0.826,559
2024-08-08T00:00:00.000Z,1.42,6.97,2.78,2.08,3.5,1.099,564
2024-08-09T00:00:00.000Z,1.75,9.18,2.92,2.4,4.15,1.586,547
2024-08-10T00:00:00.000Z,1.5,7.85,2.47,2.15,3.05,0.765,556
2024-08-11T00:00:00.000Z,1.05,5.68,1.83,1.52,3.83,1.327,566
2024-08-12T00:00:00.000Z,1.08,11.38,1.88,1.63,2.2,0.611,564
2024-08-13T00:00:00.000Z,0.85,3.78,1.85,1.5,2.15,0.449,559
2024-08-14T00:00:00.000Z,1.4,4.5,2.19,2,2.4,0.331,528
2024-08-15T00:00:00.000Z,2.1,9.57,3.95,2.88,5.85,1.759,493
2024-08-16T00:00:00.000Z,1.3,20.7,8.18,3.4,13.53,5.63,461
2024-08-17T00:00:00.000Z,1.3,12.13,2.34,1.77,3.25,1.764,552
2024-08-18T00:00:00.000Z,1.4,8.5,2.29,1.88,4.45,1.863,538
2024-08-19T00:00:00.000Z,2.95,6.65,4.43,3.97,5.13,0.771,542
2024-08-20T00:00:00.000Z,3.03,9.8,7.13,6.1,7.78,1.542,554
2024-08-21T00:00:00.000Z,1.1,15.6,2,1.63,7.13,3.889,546
2024-08-22T00:00:00.000Z,1.6,5.93,2.5,2.2,3.6,0.86,564
2024-08-23T00:00:00.000Z,1.83,7,3.3,2.76,3.96,1.031,564
2024-08-24T00:00:00.000Z,2.13,10.1,3.35,2.7,4.3,1.814,560
2024-08-25T00:00:00.000Z,1.23,8.38,2.65,2.29,3.28,1.23,555
2024-08-26T00:00:00.000Z,1.8,14.07,4.47,3.78,11.68,3.997,539
2024-08-27T00:00:00.000Z,2.9,10.55,4.38,3.8,5.25,1.638,559
2024-08-28T00:00:00.000Z,4.18,11.23,7.5,5.65,8.82,1.763,545
2024-08-29T00:00:00.000Z,8.77,19.89,13.48,10.9,14.88,2.611,546
2024-08-30T00:00:00.000Z,2.02,10.77,4.13,3.25,6.2,2.005,555
2024-08-31T00:00:00.000Z,1.12,12.65,3.85,2.35,7.52,2.898,561
2024-09-01T00:00:00.000Z,1.8,9.88,3.85,2.83,4.32,1.095,538
2024-09-02T00:00:00.000Z,3.03,7.95,4.78,4.2,5.27,0.919,556
2024-09-03T00:00:00.000Z,3.3,9.63,6.53,4.9,7.26,1.335,557
2024-09-04T00:00:00.000Z,6.83,15.95,10,9.1,11,1.304,558
2024-09-05T00:00:00.000Z,5.13,15.47,9.1,7.45,12.75,2.907,559
2024-09-06T00:00:00.000Z,6.35,12.68,8.89,8.13,10.65,1.501,550
2024-09-07T00:00:00.000Z,5.45,24.63,11.77,8.27,13.02,2.947,496
2024-09-08T00:00:00.000Z,5.65,15.32,9.68,7.8,11.27,2.12,550
2024-09-09T00:00:00.000Z,1.63,20.38,7.72,5.45,11.19,4.163,560
2024-09-10T00:00:00.000Z,1.35,7.68,2.35,1.92,3.67,1.416,545
2024-09-11T00:00:00.000Z,0.93,5.6,1.73,1.33,2.1,0.482,560
2024-09-12T00:00:00.000Z,0.77,6.97,1.33,1.2,1.66,0.803,565
2024-09-13T00:00:00.000Z,1.08,7.5,1.85,1.63,2.17,0.621,513
2024-09-14T00:00:00.000Z,0.95,6.07,1.6,1.4,1.83,0.638,554
2024-09-15T00:00:00.000Z,1.05,5.6,1.6,1.4,2.04,0.575,569
2024-09-16T00:00:00.000Z,1,5.8,1.85,1.45,2.29,0.661,567
2024-09-17T00:00:00.000Z,1.6,9.85,4.2,3.35,5.13,1.494,572
2024-09-18T00:00:00.000Z,3.05,19.67,9.74,6.69,11.45,3.067,568
2024-09-19T00:00:00.000Z,1.9,12.23,3.75,3.05,6.13,1.638,563
2024-09-20T00:00:00.000Z,5.35,11.45,8.07,7.25,9.06,1.162,564
2024-09-21T00:00:00.000Z,5.32,19.1,9.23,8.05,10.57,2.432,555
2024-09-22T00:00:00.000Z,8.23,18.82,11.4,10.07,13.25,2.234,562
2024-09-23T00:00:00.000Z,5.6,22.52,13.23,9.65,17.82,4.493,556
2024-09-24T00:00:00.000Z,4.18,26.08,11.67,8.44,17.45,5.64,552
2024-09-25T00:00:00.000Z,1.85,21,4.29,2.9,5.87,4.451,552
2024-09-26T00:00:00.000Z,1.12,9.85,3.39,2.22,5.09,2.054,546
2024-09-27T00:00:00.000Z,1.52,7.35,2.78,2.25,3.55,1.247,430
2024-09-28T00:00:00.000Z,0.9,5.09,1.7,1.48,1.96,0.451,404
2024-09-29T00:00:00.000Z,0.77,9.69,1.72,1.4,3.33,2.189,570
2024-09-30T00:00:00.000Z,0.95,10.27,1.55,1.4,1.73,0.65,568
2024-10-01T00:00:00.000Z,1.08,3.53,1.55,1.4,1.73,0.298,567
2024-10-02T00:00:00.000Z,0.98,9.05,1.55,1.4,1.73,0.559,568
2024-10-03T00:00:00.000Z,0.7,22.9,1.5,1.3,1.65,1.238,566
2024-10-04T00:00:00.000Z,0.98,12.82,2.1,1.6,5.47,2.66,494
2024-10-05T00:00:00.000Z,1.33,17.5,6.45,4.55,10.18,3.781,575
2024-10-06T00:00:00.000Z,1.23,16.88,2.4,1.9,9.68,4.4,567
2024-10-07T00:00:00.000Z,2.35,14.9,5.75,4.34,10.75,3.386,574
2024-10-08T00:00:00.000Z,7.4,21.65,13.05,11.68,14.65,2.119,567
2024-10-09T00:00:00.000Z,2,19.48,10.05,3.83,13.57,4.862,574
2024-10-10T00:00:00.000Z,1.12,5.78,2.92,2.4,3.4,0.82,570
2024-10-11T00:00:00.000Z,1.2,6.82,2.2,1.9,2.5,0.55,568
2024-10-12T00:00:00.000Z,1.38,6.75,2.34,2.1,2.7,0.648,566
2024-10-13T00:00:00.000Z,1.9,12.25,4.88,3.57,5.68,1.547,572
2024-10-14T00:00:00.000Z,1.08,8.8,2.8,2,4.75,1.926,578
2024-10-15T00:00:00.000Z,1.3,8.35,2.65,2.13,3.6,0.986,572
2024-10-16T00:00:00.000Z,1.52,20.5,2.94,2.2,4.5,1.602,572
2024-10-17T00:00:00.000Z,4.34,8.73,6.25,5.62,7.14,0.962,569
2024-10-18T00:00:00.000Z,6.32,20.48,9.75,7.38,12.63,2.724,567
2024-10-19T00:00:00.000Z,8,15.2,11.77,9.73,12.93,1.714,572
2024-10-20T00:00:00.000Z,5.78,15.4,11.17,9.15,12.27,2.214,566
2024-10-21T00:00:00.000Z,2.54,11.73,5.15,4.38,5.7,1.444,573
2024-10-22T00:00:00.000Z,1.63,7.5,3.03,2.33,4.3,1.329,572
2024-10-23T00:00:00.000Z,1.63,8.23,3.4,2.9,4.23,1.42,572
2024-10-24T00:00:00.000Z,4.65,19.67,10.7,8.77,13.18,3.223,574
2024-10-25T00:00:00.000Z,6.57,38.7,21.75,14.4,23.69,6.071,508
2024-10-26T00:00:00.000Z,13.02,29.9,18.23,16.5,21.67,3.549,571
2024-10-27T00:00:00.000Z,1.5,35.97,4,2.7,22.35,11.1,559
2024-10-28T00:00:00.000Z,1.83,11.4,5.85,2.65,8.4,2.889,558
2024-10-29T00:00:00.000Z,1.6,11.57,5.52,3.92,7.13,2.128,570
2024-10-30T00:00:00.000Z,1.08,6.3,2.9,2.15,3.7,1.025,568
2024-10-31T00:00:00.000Z,1.9,5.97,3.16,2.7,3.58,0.767,574
2024-11-01T00:00:00.000Z,1.1,6.18,3.05,2.54,3.58,0.769,563
2024-11-02T00:00:00.000Z,0.77,8.02,1.7,1.27,2.96,1.378,544
2024-11-03T00:00:00.000Z,1.3,4.53,2.1,1.9,2.35,0.426,550
2024-11-04T00:00:00.000Z,1.14,6.22,2.29,1.92,2.78,0.998,531
2024-11-05T00:00:00.000Z,1.14,10.25,3.92,2.9,4.63,1.495,471
2024-11-06T00:00:00.000Z,3.83,16.42,7.18,5.72,8.8,2.49,463
2024-11-07T00:00:00.000Z,2.95,15.63,6.9,5.68,7.9,1.774,530
2024-11-08T00:00:00.000Z,1.27,8.35,2.64,2.1,3.58,1.381,504
2024-11-09T00:00:00.000Z,6.82,21.63,16.23,13.35,18.13,3.458,482
2024-11-10T00:00:00.000Z,9.9,25.7,15.4,13.95,18.27,3.199,431
2024-11-11T00:00:00.000Z,9.88,29.7,14.95,13.53,16.89,2.344,501
2024-11-12T00:00:00.000Z,2.04,20.14,5.4,3.45,6.75,2.97,413
2024-11-13T00:00:00.000Z,1.67,13.38,5.96,4.7,8.15,2.361,456
2024-11-14T00:00:00.000Z,1.2,11.5,3.2,2.2,4.95,1.624,409
2024-11-15T00:00:00.000Z,1.25,9.8,3.22,2.33,4.57,1.388,527
2024-11-16T00:00:00.000Z,1.2,8.4,2.8,2.34,4.05,1.367,545
2024-11-17T00:00:00.000Z,1.17,3.92,1.9,1.73,2.17,0.364,554
2024-11-18T00:00:00.000Z,1.23,4.63,2.2,1.95,2.6,0.499,531
2024-11-19T00:00:00.000Z,1.05,34.35,2,1.7,3,2.243,498
2024-11-20T00:00:00.000Z,1.1,9.48,2.35,1.98,2.92,0.984,475
2024-11-21T00:00:00.000Z,1.1,15.23,3.57,2.35,8.07,3.388,456
2024-11-22T00:00:00.000Z,1.5,10.65,3.58,2.88,4.88,1.552,487
2024-11-23T00:00:00.000Z,1.2,8.23,2.37,1.9,4.07,1.759,354
2024-11-24T00:00:00.000Z,1.2,5.28,2.58,2.2,3.14,0.732,473
2024-11-25T00:00:00.000Z,1.75,4.97,2.38,2.2,2.8,0.642,455
2024-11-26T00:00:00.000Z,2.95,13.7,4.25,3.8,4.8,0.803,570
2024-11-27T00:00:00.000Z,2.02,10.32,3.83,3,4.68,1.452,570
2024-11-28T00:00:00.000Z,1,8.98,2.08,1.52,2.5,1.404,543
